Company Names,Cars Names,Engines,Battery Capacity_CC,HorsePower_hp,Total Speed_km/h,Performance(0 - 100 )KM/H,Fuel Types,Seats,Torque_Nm,Cars Prices_USD
GMC,Sierra 1500 Elevation,2.7L Turbo engine,"2,713 cc",310 hp,180 km/h,7.0 sec,Petrol,5,569 Nm,"$52,000"
GMC,Sierra 1500 SLT,5.3L V8 engine,"5,327 cc",355 hp,180 km/h,6.8 sec,Petrol,5,519 Nm,"$56,000"
GMC,Sierra 2500HD AT4,6.6L V8 engine,"6,600 cc",401 hp,170 km/h,7.5 sec,Petrol,5,629 Nm,"$70,000"
GMC,Sierra 3500HD AT4,6.6L V8 engine,"6,600 cc",401 hp,170 km/h,7.7 sec,Petrol,5,629 Nm,"$72,000"
GMC,Canyon Elevation,2.5L I4 engine,"2,488 cc",200 hp,175 km/h,8.5 sec,Petrol,5,259 Nm,"$36,300"
GMC,Canyon Denali Black Edition,3.6L V6 engine,"3,564 cc",308 hp,180 km/h,6.9 sec,Petrol,5,373 Nm,"$44,000"
GMC,Sierra 1500 Denali Ultimate,6.2L V8 engine,"6,162 cc",420 hp,200 km/h,5.8 sec,Petrol,5,624 Nm,"$80,000"
GMC,Yukon XL Denali Reserve,6.2L V8 engine,"6,162 cc",420 hp,210 km/h,6.0 sec,Petrol,7,624 Nm,"$82,000"
GMC,Terrain Elevation Edition,1.5L Turbocharged I4 engine,"1,490 cc",170 hp,200 km/h,9.3 sec,Petrol,5,275 Nm,"$28,700"
GMC,Acadia Black Edition,3.6L V6 engine,"3,564 cc",310 hp,210 km/h,6.5 sec,Petrol,7,366 Nm,"$45,000"
GMC,Hummer EV SUV Edition 1,"Electric motors with up to 11,500 lb-ft torque",200 kWh,Up to 830 hp,170 km/h,3.5 sec,Electric,5,"15,590 Nm","$96,550"
GMC,Hummer EV Pickup Edition 1,"Electric motors with up to 11,500 lb-ft torque",200 kWh,"Up to 1,000 hp",170 km/h,3.0 sec,Electric,5,"15,590 Nm","$96,550"
GMC,Sierra Denali CarbonPro,6.2L V8 engine,"6,162 cc",420 hp,200 km/h,5.8 sec,Petrol,5,624 Nm,"$65,000"
GMC,Yukon Denali Performance,6.2L V8 engine,"6,162 cc",420 hp,210 km/h,6.0 sec,Petrol,8,624 Nm,"$76,805"
GMC,Sierra 2500HD Denali Black Edition,6.6L V8 engine,"6,600 cc",401 hp,170 km/h,7.5 sec,Petrol,5,629 Nm,"$75,000"
GMC,Canyon AT4X,3.6L V6 engine,"3,564 cc",308 hp,180 km/h,6.9 sec,Petrol,5,373 Nm,"$50,000"
GMC,Yukon XL SLT,5.3L V8 engine,"5,327 cc",355 hp,210 km/h,7.3 sec,Petrol,8,519 Nm,"$65,000"
GMC,Sierra 1500 Pro,4.3L V6 engine,"4,300 cc",285 hp,180 km/h,7.5 sec,Petrol,3,413 Nm,"$37,700"
GMC,Sierra 2500HD Pro,6.6L V8 engine,"6,600 cc",401 hp,170 km/h,7.7 sec,Petrol,3,629 Nm,"$60,000"
GMC,Sierra 3500HD Pro,6.6L V8 engine,"6,600 cc",401 hp,170 km/h,7.8 sec,Petrol,3,629 Nm,"$62,000"
GMC,Terrain SLT,1.5L Turbocharged I4 engine,"1,490 cc",170 hp,200 km/h,9.4 sec,Petrol,5,275 Nm,"$31,000"
GMC,Acadia SLE,3.6L V6 engine,"3,564 cc",310 hp,210 km/h,6.6 sec,Petrol,7,366 Nm,"$40,000"
GMC,Canyon SLT,2.5L I4 engine,"2,488 cc",200 hp,175 km/h,8.6 sec,Petrol,5,259 Nm,"$38,000"
GMC,Yukon XL Elevation,5.3L V8 engine,"5,327 cc",355 hp,210 km/h,7.4 sec,Petrol,8,519 Nm,"$75,000"
GMC,Sierra 1500 AT4X,6.2L V8 engine,"6,162 cc",420 hp,200 km/h,5.9 sec,Petrol,5,624 Nm,"$82,000"
GMC,Hummer EV SUV Extreme Off-Road,"Electric motors with up to 11,500 lb-ft torque",200 kWh,Up to 830 hp,170 km/h,3.6 sec,Electric,5,"15,590 Nm","$110,000"
GMC,Sierra EV Denali,Electric motors with advanced AWD,200 kWh,Up to 754 hp,170 km/h,4.5 sec,Electric,5,"1,064 Nm","$108,700"
GMC,Hummer EV Omega Edition,"Electric motors with up to 11,500 lb-ft torque",200 kWh,"Up to 1,000 hp",170 km/h,3.0 sec,Electric,5,"15,590 Nm","$112,700"
GMC,Canyon AT4X Edition 1,3.6L V6 engine,"3,564 cc",308 hp,180 km/h,6.8 sec,Petrol,5,373 Nm,"$55,000"
GMC,Yukon Denali Ultimate Black,6.2L V8 engine,"6,162 cc",420 hp,210 km/h,6.0 sec,Petrol,8,624 Nm,"$90,000"
GMC,Sierra HD Denali Reserve,6.6L V8 engine,"6,600 cc",401 hp,170 km/h,7.5 sec,Petrol,5,629 Nm,"$85,000"
GMC,Acadia Denali Ultimate,3.6L V6 engine,"3,564 cc",310 hp,210 km/h,6.5 sec,Petrol,7,366 Nm,"$60,000"
GMC,Terrain All-Terrain Edition,1.5L Turbocharged I4 engine,"1,490 cc",170 hp,200 km/h,9.3 sec,Petrol,5,275 Nm,"$35,000"
GMC,Yukon Trailering Edition,5.3L V8 engine,"5,327 cc",355 hp,210 km/h,7.5 sec,Petrol,8,519 Nm,"$78,000"
GMC,Hummer EV Adventure Series,"Electric motors with up to 11,500 lb-ft torque",200 kWh,Up to 830 hp,170 km/h,3.6 sec,Electric,5,"15,590 Nm","$105,000"
Kia,Rio,1.6L 4-Cylinder,1591 cc,120 hp,180 km/h,10.3 sec,Petrol,5,151 Nm,"$17,000"
Kia,Rio 5-Door,1.6L 4-Cylinder,1591 cc,120 hp,180 km/h,10.3 sec,Petrol,5,151 Nm,"$18,000"
Kia,Seltos Nightfall Edition,1.6L Turbocharged 4-Cylinder,1591 cc,175 hp,210 km/h,7.5 sec,Petrol,5,264 Nm,"$28,000"
Peugeot,508 PSE (Peugeot Sport Engineered),Hybrid I4 + Electric Motor,"1,599 cc (petrol) + Electric Motor",360 hp,250 km/h,5.2 sec,Hybrid,5,520 Nm,"$55,000"
Kia,Sorento X-Line,2.5L Turbocharged 4-Cylinder,2500 cc,277 hp,220 km/h,7.0 sec,Petrol,7,421 Nm,"$42,000"
Kia,Telluride SX,3.8L V6,3778 cc,291 hp,240 km/h,7.0 sec,Petrol,7,355 Nm,"$50,000"
Kia,Forte LXS,2.0L 4-Cylinder,1999 cc,147 hp,190 km/h,9.2 sec,Petrol,5,179 Nm,"$19,000"
Kia,K5 EX,1.6L Turbocharged 4-Cylinder,1591 cc,180 hp,220 km/h,7.8 sec,Petrol,5,264 Nm,"$28,500"
Kia,Niro Plug-In Hybrid,1.6L 4-Cylinder Hybrid,1591 cc,139 hp,180 km/h,10.5 sec,Hybrid,5,265 Nm,"$33,000"
Kia,EV6 Wind,Electric Motor,77.4 kWh,225 hp,190 km/h,5.2 sec,Electric,5,350 Nm,"$50,000"
Kia,Soul Turbo,1.6L Turbocharged 4-Cylinder,1591 cc,201 hp,200 km/h,6.5 sec,Petrol,5,264 Nm,"$28,000"
Kia,Seltos SX,1.6L Turbocharged 4-Cylinder,1591 cc,175 hp,210 km/h,7.5 sec,Petrol,5,264 Nm,"$28,500"
Kia,Stinger Scorpion Edition,2.5L Turbocharged 4-Cylinder,2500 cc,300 hp,270 km/h,5.0 sec,Petrol,5,422 Nm,"$55,000"
Kia,Sorento Hybrid SX Prestige,1.6L Hybrid Turbocharged 4-Cylinder,1591 cc,227 hp,200 km/h,7.9 sec,Hybrid,7,352 Nm,"$47,000"
Kia,Carnival EX,3.5L V6,3500 cc,290 hp,220 km/h,8.0 sec,Petrol,8,355 Nm,"$42,500"
Kia,Telluride Nightfall Edition,3.8L V6,3778 cc,291 hp,240 km/h,7.0 sec,Petrol,7,355 Nm,"$51,000"
Peugeot,508 Plug-In Hybrid,Hybrid I4 + Electric Motor,"1,598 cc (petrol) + Electric Motor",225 hp,210 km/h,7.5 sec,Hybrid,5,360 Nm,"$44,000"
Kia,EV6 First Edition,Electric Motor,77.4 kWh,320 hp,230 km/h,5.0 sec,Electric,5,450 Nm,"$58,000"
Kia,Niro Touring,1.6L 4-Cylinder Hybrid,1591 cc,139 hp,180 km/h,10.5 sec,Hybrid,5,265 Nm,"$33,000"
Kia,Forte GT-Line,1.6L Turbocharged 4-Cylinder,1591 cc,201 hp,200 km/h,6.5 sec,Petrol,5,264 Nm,"$25,000"
Kia,Seltos EX,2.0L 4-Cylinder,1999 cc,146 hp,190 km/h,9.0 sec,Petrol,5,179 Nm,"$23,500"
Peugeot,3008 Plug-In Hybrid,Hybrid I4 + Electric Motor,"1,598 cc (petrol) + Electric Motor",225 hp,210 km/h,7.0 sec,Hybrid,5,360 Nm,"$42,000"
Kia,Sorento LX,2.5L 4-Cylinder,2500 cc,191 hp,210 km/h,8.5 sec,Petrol,7,246 Nm,"$35,500"
Kia,Telluride EX,3.8L V6,3778 cc,291 hp,240 km/h,7.0 sec,Petrol,7,355 Nm,"$44,000"
Kia,Soul EX,2.0L 4-Cylinder,1999 cc,147 hp,190 km/h,9.5 sec,Petrol,5,179 Nm,"$22,000"
Kia,Forte FE,2.0L 4-Cylinder,1999 cc,147 hp,190 km/h,9.2 sec,Petrol,5,179 Nm,"$18,500"
Kia,K5 GT-Line,1.6L Turbocharged 4-Cylinder,1591 cc,180 hp,220 km/h,7.8 sec,Petrol,5,264 Nm,"$29,000"
Kia,Carnival LXS,3.5L V6,3500 cc,290 hp,220 km/h,8.0 sec,Petrol,8,355 Nm,"$39,500"
Kia,EV6 Light,Electric Motor,77.4 kWh,225 hp,190 km/h,5.2 sec,Electric,5,350 Nm,"$46,000"
Kia,Niro EX,1.6L 4-Cylinder Hybrid,1591 cc,139 hp,180 km/h,10.5 sec,Hybrid,5,265 Nm,"$30,000"
Kia,Stinger GT,3.3L Turbocharged V6,3300 cc,365 hp,270 km/h,4.7 sec,Petrol,5,510 Nm,"$51,500"
Kia,Sorento SX Prestige,2.5L Hybrid Turbocharged 4-Cylinder,1591 cc,227 hp,200 km/h,7.9 sec,Hybrid,7,352 Nm,"$48,000"
Kia,Telluride SX Prestige,3.8L V6,3778 cc,291 hp,240 km/h,7.0 sec,Petrol,7,355 Nm,"$52,000"
Peugeot,508 Hybrid4,Hybrid I4 + Electric Motor,"1,598 cc (petrol) + Electric Motor",300 hp,235 km/h,6.0 sec,Hybrid,5,520 Nm,"$47,000"
Kia,EV6 GT Performance,Electric Motor,77.4 kWh,577 hp,260 km/h,3.5 sec,Electric,5,740 Nm,"$65,000"
Kia,Niro SX Touring,1.6L 4-Cylinder Hybrid,1591 cc,139 hp,180 km/h,10.5 sec,Hybrid,5,265 Nm,"$34,500"
Kia,Carnival SX Prestige,3.5L V6,3500 cc,290 hp,220 km/h,8.0 sec,Petrol,8,355 Nm,"$47,000"
Kia,Seltos SX Turbo,1.6L Turbocharged 4-Cylinder,1591 cc,175 hp,210 km/h,7.5 sec,Petrol,5,264 Nm,"$32,000"
Kia,Forte EX Premium,2.0L 4-Cylinder,1999 cc,147 hp,190 km/h,9.2 sec,Petrol,5,179 Nm,"$22,500"
Kia,Soul EX Designer Edition,2.0L 4-Cylinder,1999 cc,147 hp,190 km/h,9.5 sec,Petrol,5,179 Nm,"$23,500"
Kia,Rio S,1.6L 4-Cylinder,1591 cc,120 hp,180 km/h,10.3 sec,Petrol,5,151 Nm,"$17,500"
Kia,Rio 5-Door S,1.6L 4-Cylinder,1591 cc,120 hp,180 km/h,10.3 sec,Petrol,5,151 Nm,"$18,000"
Kia,Soul S,2.0L 4-Cylinder,1999 cc,147 hp,190 km/h,9.5 sec,Petrol,5,179 Nm,"$20,500"
Kia,Seltos LX,2.0L 4-Cylinder,1999 cc,146 hp,190 km/h,9.2 sec,Petrol,5,179 Nm,"$23,000"
Peugeot,3008 Hybrid4,Hybrid I4+ Electric Motor,"1,599 cc (Petrol) + Electric Motor",300 hp,235 km/h,6.0 sec,Hybrid,5,520 Nm,"$45,000"
Kia,Sorento Hybrid EX,1.6L Hybrid Turbocharged 4-Cylinder,1591 cc,227 hp,200 km/h,7.9 sec,Hybrid,7,352 Nm,"$47,000"
Kia,Telluride LX,3.8L V6,3778 cc,291 hp,240 km/h,7.0 sec,Petrol,7,355 Nm,"$41,500"
Kia,Carnival MPV EX,3.5L V6,3500 cc,290 hp,220 km/h,8.0 sec,Petrol,8,355 Nm,"$43,500"
Kia,EV6 AWD GT-Line,Electric Motor,77.4 kWh,320 hp,230 km/h,5.0 sec,Electric,5,450 Nm,"$60,000"
Kia,Forte GT Turbo,1.6L Turbocharged 4-Cylinder,1591 cc,201 hp,200 km/h,6.5 sec,Petrol,5,264 Nm,"$25,500"
Kia,Soul GT Designer Edition,2.0L 4-Cylinder,1999 cc,147 hp,190 km/h,9.5 sec,Petrol,5,179 Nm,"$23,000"
Kia,Seltos X-Line Turbo,1.6L Turbocharged 4-Cylinder,1591 cc,175 hp,210 km/h,7.5 sec,Petrol,5,264 Nm,"$30,000"
Peugeot,e-2008 GT,Electric Motor,50 kWh,136 hp,200 km/h,8.5 sec,Electric,5,260 Nm,"$40,000"
Kia,Telluride Limited Edition,3.8L V6,3778 cc,291 hp,240 km/h,7.0 sec,Petrol,7,355 Nm,"$53,000"
Kia,Stinger GT-Line,2.5L Turbocharged 4-Cylinder,2500 cc,300 hp,270 km/h,5.0 sec,Petrol,5,422 Nm,"$50,000"
Kia,Carnival Special Edition,3.5L V6,3500 cc,290 hp,220 km/h,8.0 sec,Petrol,8,355 Nm,"$45,500"
Kia,Niro SX Hybrid,1.6L Hybrid Turbocharged 4-Cylinder,1591 cc,139 hp,180 km/h,10.5 sec,Hybrid,5,265 Nm,"$36,000"
Kia,EV6 First Edition AWD,Electric Motor,77.4 kWh,320 hp,230 km/h,5.0 sec,Electric,5,450 Nm,"$62,000"
Kia,Sorento X-Pro Hybrid,1.6L Hybrid Turbocharged 4-Cylinder,1591 cc,227 hp,200 km/h,7.8 sec,Hybrid,7,352 Nm,"$49,000"
Kia,Forte Limited Edition,2.0L 4-Cylinder,1999 cc,147 hp,190 km/h,9.2 sec,Petrol,5,179 Nm,"$22,500"
Bugatti,Chiron,8.0L Quad-Turbo W16,7993 cc,1500 hp,420 km/h,2.5 sec,Petrol,2,1600 Nm,"$3,000,000"
Bugatti,Chiron Pur Sport,8.0L Quad-Turbo W16,7993 cc,1500 hp,350 km/h,2.3 sec,Petrol,2,1600 Nm,"$3,300,000"
Bugatti,Chiron Super Sport,8.0L Quad-Turbo W16,7993 cc,1600 hp,490 km/h,2.4 sec,Petrol,2,1600 Nm,"$3,500,000"
Bugatti,Chiron Sport,8.0L Quad-Turbo W16,7993 cc,1500 hp,420 km/h,2.4 sec,Petrol,2,1600 Nm,"$3,300,000"
Bugatti,Chiron Noire,8.0L Quad-Turbo W16,7993 cc,1500 hp,420 km/h,2.5 sec,Petrol,2,1600 Nm,"$3,300,000"
Bugatti,Divo,8.0L Quad-Turbo W16,7993 cc,1500 hp,380 km/h,2.4 sec,Petrol,2,1600 Nm,"$5,800,000"
Bugatti,Centodieci,8.0L Quad-Turbo W16,7993 cc,1600 hp,380 km/h,2.4 sec,Petrol,2,1600 Nm,"$9,000,000"
Bugatti,La Voiture Noire,8.0L Quad-Turbo W16,7993 cc,1500 hp,420 km/h,2.5 sec,Petrol,2,1600 Nm,"$18,000,000"
Bugatti,Bolide,8.0L Quad-Turbo W16,7993 cc,1850 hp,500 km/h,2.2 sec,Petrol,2,1600 Nm,"$4,500,000"
Bugatti,Mistral,8.0L Quad-Turbo W16,7993 cc,1600 hp,420 km/h,2.4 sec,Petrol,2,1600 Nm,"$5,000,000"
Volvo,Volvo FH,13.0L I6 Turbo Diesel,13000 cc,540 hp,120 km/h,15.0 sec,Diesel,2,2600 Nm,"$120,000"
Volvo,Volvo FH16,16.1L I6 Turbo Diesel,16100 cc,750 hp,120 km/h,14.5 sec,Diesel,2,3500 Nm,"$160,000"
Volvo,Volvo FM,12.8L I6 Turbo Diesel,12800 cc,460 hp,110 km/h,16.0 sec,Diesel,2,2200 Nm,"$100,000"
Volvo,Volvo FMX,13.0L I6 Turbo Diesel,13000 cc,500 hp,110 km/h,16.5 sec,Diesel,2,2500 Nm,"$110,000"
Volvo,Volvo VNL,12.8L I6 Turbo Diesel,12800 cc,500 hp,120 km/h,15.0 sec,Diesel,2,2400 Nm,"$125,000"
Volvo,Volvo VNR,12.8L I6 Turbo Diesel,12800 cc,400 hp,110 km/h,17.0 sec,Diesel,2,1800 Nm,"$95,000"
Volvo,Volvo VHD,12.8L I6 Turbo Diesel,12800 cc,500 hp,100 km/h,18.0 sec,Diesel,2,2500 Nm,"$120,000"
Volvo,Volvo FE,7.7L I6 Turbo Diesel,7700 cc,280 hp,90 km/h,20.0 sec,Diesel,2,1200 Nm,"$85,000"
Volvo,Volvo FL,5.1L I4 Turbo Diesel,5100 cc,180 hp,80 km/h,22.0 sec,Diesel,2,800 Nm,"$75,000"
Jaguar Land Rover,Jaguar F-Type,V6 ,2995 cc (V6),335 hp,260 km/h,5.1 sec,Petrol,2,450 Nm,"$70,000"
Jaguar Land Rover,Jaguar F-Type, V8 Petrol,2995 cc (V6),335 hp,260 km/h,5.1 sec,Petrol,2,450 Nm,"$70,000"
Jaguar Land Rover,Jaguar XE,I4 Petrol,1999 cc (I4),250 hp,250 km/h,6.5 sec,Petrol,5,365 Nm,"$45,000"
Jaguar Land Rover,Jaguar XF,I4 Petrol,1999 cc (I4),250 hp,250 km/h,6.5 sec,Petrol,5,365 Nm,"$50,000"
Jaguar Land Rover,Jaguar XJ,V6 Petrol,2995 cc (V6),300 hp,250 km/h,6.0 sec,Petrol,5,400 Nm,"$85,000"
Jaguar Land Rover,Jaguar E-PACE,I4 Petrol,1999 cc (I4),200 hp,230 km/h,7.0 sec,Petrol,5,430 Nm,"$50,000"
Jaguar Land Rover,Jaguar I-PACE,Electric (Dual Motor),90 kWh (Battery),400 hp,200 km/h,4.8 sec,Electric,5,696 Nm,"$70,000"
Jaguar Land Rover,Jaguar F-PACE,I4 Petrol ,1999 cc (I4) ,250 hp ,230 km/h,7.2 sec ,Petrol,5,365 Nm ,"$55,000"
Jaguar Land Rover,Jaguar F-PACE, V6 Petrol,1999 cc (I4),250 hp,230 km/h,7.2 sec ,Petrol,5,365 Nm,"$55,000"
Jaguar Land Rover,Jaguar F-PACE,I4 Petrol ,1999 cc (I4), 340 hp,230 km/h,7.2 sec ,Petrol,5,365 Nm,"$55,000"
Jaguar Land Rover,Jaguar F-PACE, V6 Petrol,1999 cc (I4), 340 hp,230 km/h,7.2 sec ,Petrol,5,365 Nm,"$55,000"
Jaguar Land Rover,Jaguar F-PACE,I4 Petrol ,1999 cc (I4),250 hp ,230 km/h, 5.4 sec,Petrol,5,365 Nm,"$55,000"
Jaguar Land Rover,Jaguar F-PACE, V6 Petrol,1999 cc (I4),250 hp,230 km/h, 5.4 sec,Petrol,5,365 Nm,"$55,000"
Jaguar Land Rover,Jaguar F-PACE,I4 Petrol ,1999 cc (I4), 340 hp,230 km/h, 5.4 sec,Petrol,5,365 Nm,"$55,000"
Jaguar Land Rover,Jaguar F-PACE, V6 Petrol,1999 cc (I4), 340 hp,230 km/h, 5.4 sec,Petrol,5,365 Nm,"$55,000"
Jaguar Land Rover,Jaguar F-PACE,I4 Petrol ,1999 cc (I4),250 hp ,230 km/h,7.2 sec ,Petrol,5,365 Nm,"$65,000"
Jaguar Land Rover,Jaguar F-PACE, V6 Petrol,1999 cc (I4),250 hp,230 km/h,7.2 sec ,Petrol,5,365 Nm,"$65,000"
Jaguar Land Rover,Jaguar F-PACE,I4 Petrol ,1999 cc (I4), 340 hp,230 km/h,7.2 sec ,Petrol,5,365 Nm,"$65,000"
Jaguar Land Rover,Jaguar F-PACE, V6 Petrol,1999 cc (I4), 340 hp,230 km/h,7.2 sec ,Petrol,5,365 Nm,"$65,000"
Jaguar Land Rover,Jaguar F-PACE,I4 Petrol ,1999 cc (I4),250 hp ,230 km/h, 5.4 sec,Petrol,5,365 Nm,"$65,000"
Jaguar Land Rover,Jaguar F-PACE, V6 Petrol,1999 cc (I4),250 hp ,230 km/h, 5.4 sec,Petrol,5,365 Nm,"$65,000"
Jaguar Land Rover,Jaguar F-PACE,I4 Petrol ,1999 cc (I4), 340 hp,230 km/h, 5.4 sec,Petrol,5,365 Nm,"$65,000"
Jaguar Land Rover,Jaguar F-PACE, V6 Petrol,1999 cc (I4), 340 hp,230 km/h, 5.4 sec,Petrol,5,365 Nm,"$65,000"
Jaguar Land Rover,Jaguar F-PACE,I4 Petrol ,1999 cc (I4),250 hp ,230 km/h,7.2 sec ,Petrol,5, 480 Nm,"$55,000"
Jaguar Land Rover,Jaguar F-PACE, V6 Petrol,1999 cc (I4),250 hp ,230 km/h,7.2 sec ,Petrol,5, 480 Nm,"$55,000"
Jaguar Land Rover,Jaguar F-PACE,I4 Petrol ,1999 cc (I4), 340 hp,230 km/h,7.2 sec ,Petrol,5, 480 Nm,"$55,000"
Jaguar Land Rover,Jaguar F-PACE, V6 Petrol,1999 cc (I4), 340 hp,230 km/h,7.2 sec ,Petrol,5, 480 Nm,"$55,000"
Jaguar Land Rover,Jaguar F-PACE,I4 Petrol ,1999 cc (I4),250 hp ,230 km/h, 5.4 sec,Petrol,5, 480 Nm,"$55,000"
Jaguar Land Rover,Jaguar F-PACE, V6 Petrol,1999 cc (I4),250 hp ,230 km/h, 5.4 sec,Petrol,5, 480 Nm,"$55,000"
Jaguar Land Rover,Jaguar F-PACE,I4 Petrol ,1999 cc (I4), 340 hp,230 km/h, 5.4 sec,Petrol,5, 480 Nm,"$55,000"
Jaguar Land Rover,Jaguar F-PACE, V6 Petrol,1999 cc (I4), 340 hp,230 km/h, 5.4 sec,Petrol,5, 480 Nm,"$55,000"
Jaguar Land Rover,Jaguar F-PACE,I4 Petrol ,1999 cc (I4),250 hp ,230 km/h,7.2 sec ,Petrol,5, 480 Nm,"$65,000"
Jaguar Land Rover,Jaguar F-PACE, V6 Petrol,1999 cc (I4),250 hp ,230 km/h,7.2 sec ,Petrol,5, 480 Nm,"$65,000"
Jaguar Land Rover,Jaguar F-PACE,I4 Petrol ,1999 cc (I4), 340 hp,230 km/h,7.2 sec ,Petrol,5, 480 Nm,"$65,000"
Jaguar Land Rover,Jaguar F-PACE, V6 Petrol,1999 cc (I4), 340 hp,230 km/h,7.2 sec ,Petrol,5, 480 Nm,"$65,000"
Jaguar Land Rover,Jaguar F-PACE,I4 Petrol ,1999 cc (I4),250 hp ,230 km/h, 5.4 sec,Petrol,5, 480 Nm,"$65,000"
Jaguar Land Rover,Jaguar F-PACE, V6 Petrol,1999 cc (I4),250 hp ,230 km/h, 5.4 sec,Petrol,5, 480 Nm,"$65,000"
Jaguar Land Rover,Jaguar F-PACE,I4 Petrol ,1999 cc (I4), 340 hp,230 km/h, 5.4 sec,Petrol,5, 480 Nm,"$65,000"
Jaguar Land Rover,Jaguar F-PACE, V6 Petrol,1999 cc (I4), 340 hp,230 km/h, 5.4 sec,Petrol,5, 480 Nm,"$65,000"
Jaguar Land Rover,Jaguar F-PACE,I4 Petrol , 2995 cc (V6),250 hp ,230 km/h,7.2 sec ,Petrol,5,365 Nm ,"$55,000"
Jaguar Land Rover,Jaguar F-PACE, V6 Petrol, 2995 cc (V6),250 hp ,230 km/h,7.2 sec ,Petrol,5,365 Nm ,"$55,000"
Jaguar Land Rover,Jaguar F-PACE,I4 Petrol , 2995 cc (V6), 340 hp,230 km/h,7.2 sec ,Petrol,5,365Nm,"$55,000"
Jaguar Land Rover,Jaguar F-PACE, V6 Petrol, 2995 cc (V6), 340 hp,230 km/h,7.2 sec ,Petrol,5,365 Nm ,"$55,000"
Jaguar Land Rover,Jaguar F-PACE,I4 Petrol , 2995 cc (V6),250 hp ,230 km/h, 5.4 sec,Petrol,5,365 Nm,"$55,000"
Jaguar Land Rover,Jaguar F-PACE, V6 Petrol, 2995 cc (V6),250 hp ,230 km/h, 5.4 sec,Petrol,5,365 Nm,"$55,000"
Jaguar Land Rover,Jaguar F-PACE,I4 Petrol , 2995 cc (V6), 340 hp,230 km/h, 5.4 sec,Petrol,5,365 Nm,"$55,000"
Jaguar Land Rover,Jaguar F-PACE, V6 Petrol, 2995 cc (V6), 340 hp,230 km/h, 5.4 sec,Petrol,5,365 Nm,"$55,000"
Jaguar Land Rover,Jaguar F-PACE,I4 Petrol , 2995 cc (V6),250 hp ,230 km/h,7.2 sec ,Petrol,5,365 Nm,"$65,000"
Jaguar Land Rover,Jaguar F-PACE, V6 Petrol, 2995 cc (V6),250 hp ,230 km/h,7.2 sec ,Petrol,5,365 Nm,"$65,000"
Jaguar Land Rover,Jaguar F-PACE,I4 Petrol , 2995 cc (V6), 340 hp,230 km/h,7.2 sec ,Petrol,5,365 Nm,"$65,000"
Jaguar Land Rover,Jaguar F-PACE, V6 Petrol, 2995 cc (V6), 340 hp,230 km/h,7.2 sec ,Petrol,5,365 Nm,"$65,000"
Jaguar Land Rover,Jaguar F-PACE,I4 Petrol , 2995 cc (V6),250 hp ,230 km/h, 5.4 sec,Petrol,5,365 Nm,"$65,000"
Jaguar Land Rover,Jaguar F-PACE, V6 Petrol, 2995 cc (V6),250 hp ,230 km/h, 5.4 sec,Petrol,5,365 Nm,"$65,000"
Jaguar Land Rover,Jaguar F-PACE,I4 Petrol , 2995 cc (V6), 340 hp,230 km/h, 5.4 sec,Petrol,5,365 Nm,"$65,000"
Jaguar Land Rover,Jaguar F-PACE, V6 Petrol, 2995 cc (V6), 340 hp,230 km/h, 5.4 sec,Petrol,5,365 Nm,"$65,000"
Jaguar Land Rover,Jaguar F-PACE,I4 Petrol , 2995 cc (V6),250 hp ,230 km/h,7.2 sec ,Petrol,5, 480 Nm,"$55,000"
Jaguar Land Rover,Jaguar F-PACE, V6 Petrol, 2995 cc (V6),250 hp ,230 km/h,7.2 sec ,Petrol,5, 480 Nm,"$55,000"
Jaguar Land Rover,Jaguar F-PACE,I4 Petrol , 2995 cc (V6), 340 hp,230 km/h,7.2 sec ,Petrol,5, 480 Nm,"$55,000"
Jaguar Land Rover,Jaguar F-PACE, V6 Petrol, 2995 cc (V6), 340 hp,230 km/h,7.2 sec ,Petrol,5, 480 Nm,"$55,000"
Jaguar Land Rover,Jaguar F-PACE,I4 Petrol , 2995 cc (V6),250 hp ,230 km/h, 5.4 sec,Petrol,5, 480 Nm,"$55,000"
Jaguar Land Rover,Jaguar F-PACE, V6 Petrol, 2995 cc (V6),250 hp ,230 km/h, 5.4 sec,Petrol,5, 480 Nm,"$55,000"
Jaguar Land Rover,Jaguar F-PACE,I4 Petrol , 2995 cc (V6), 340 hp,230 km/h, 5.4 sec,Petrol,5, 480 Nm,"$55,000"
Jaguar Land Rover,Jaguar F-PACE, V6 Petrol, 2995 cc (V6), 340 hp,230 km/h, 5.4 sec,Petrol,5, 480 Nm,"$55,000"
Jaguar Land Rover,Jaguar F-PACE,I4 Petrol , 2995 cc (V6),250 hp ,230 km/h,7.2 sec ,Petrol,5, 480 Nm,"$65,000"
Jaguar Land Rover,Jaguar F-PACE, V6 Petrol, 2995 cc (V6),250 hp ,230 km/h,7.2 sec ,Petrol,5, 480 Nm,"$65,000"
Jaguar Land Rover,Jaguar F-PACE,I4 Petrol , 2995 cc (V6), 340 hp,230 km/h,7.2 sec ,Petrol,5, 480 Nm,"$65,000"
Jaguar Land Rover,Jaguar F-PACE, V6 Petrol, 2995 cc (V6), 340 hp,230 km/h,7.2 sec ,Petrol,5, 480 Nm,"$65,000"
Jaguar Land Rover,Jaguar F-PACE,I4 Petrol , 2995 cc (V6),250 hp ,230 km/h, 5.4 sec,Petrol,5, 480 Nm,"$65,000"
